host,is_compromised,x,y,cluster
C324,,7.115017,2.3475382,1
C3241,,13.007396,-5.6591706,1
C3242,,13.715575,0.7128949,1
C3245,,5.339895,4.1838946,1
C325,,12.798308,-6.4831533,1
C3252,,8.450962,3.394353,2
C3256,,9.5473585,3.9907851,2
C326,,11.61057,8.452494,2
C3264,,13.373581,0.15192817,1
C3266,,-7.6130466,5.2544055,0
C3268,,12.984253,0.11719562,2
C3273,,4.7833633,4.624583,1
C3277,,5.895692,4.2845087,1
C3279,,-1.716732,9.039679,0
C3282,,12.903777,0.27976817,2
C3283,,12.536349,-5.7961884,1
C3293,,4.7979426,4.738656,1
C3295,,10.226661,2.7465196,2
C3299,,15.712276,1.6811383,1
C330,,12.1932,-6.268041,1
C3300,,11.185826,-4.519006,1
C3309,,12.859041,-7.3242903,1
C331,,11.142029,-4.444344,1
C3310,,12.996487,-5.0864325,1
C3312,,11.674347,-5.996454,1
C3317,,9.451052,3.7203376,2
C3318,,1.1731617,6.3045278,0
C3319,,16.026812,-4.8378434,1
C3320,,16.08029,-4.469374,1
C3322,,16.009403,-4.7709994,1
C3328,,12.072886,-6.193727,1
C3329,,14.03437,5.9956436,2
C333,,0.76928,6.3776455,0
C3333,,0.59501785,6.5164375,0
C3334,,15.712367,1.8583139,1
C3336,,6.787214,8.994261,1
C3339,,-0.051146183,4.2503757,0
C334,,-0.6837125,7.7987657,0
C3340,,14.002645,6.0527945,2
C3344,,3.7591448,3.3187656,1
C3349,,14.232827,4.1241245,2
C3350,,13.294195,-5.458171,1
C3352,,16.29021,-4.0489454,1
C3354,,15.085,-5.2422233,1
C3370,,15.122771,-5.100034,1
C3371,,16.123533,-4.6657605,1
C3374,,7.195572,9.819021,2
C3375,,4.5650816,4.900891,1
C3377,,4.57503,4.8790956,0
C338,,13.658133,-4.755944,1
C3381,,6.524351,8.792066,1
C3384,,13.705454,0.7246057,2
C3387,,-2.197477,8.099699,0
C3396,,6.3787136,3.5162318,1
C340,,12.3159,-7.3872466,1
C3405,,8.88094,9.977715,2
C3407,,15.976577,-4.86637,1
C3412,,10.456635,2.2260535,2
C342,,11.202858,-4.4712343,1
C3420,,11.585702,-6.1423445,1
C3422,,4.003482,5.60864,0
C3424,,2.4418094,8.806797,0
C3427,,12.3803425,0.2624617,2
C343,,9.795491,-0.30162394,1
C3433,,11.07231,-5.022252,1
C344,,-1.2345388,7.3097334,0
C3440,,8.537567,10.0526,2
C3442,,1.2570783,5.725199,0
C3444,,8.442671,10.023096,2
C3446,,11.112464,-5.085927,1
C3448,,15.286528,-5.2920694,1
C3451,,8.217023,9.874292,2
C3457,,8.854344,9.955295,2
C346,,13.162258,-0.08305127,1
C3460,,12.27626,-5.8867135,1
C3462,,-1.8706826,9.20951,0
C3465,,14.6013365,-3.6779313,1
C3468,,16.7644,4.9538198,2
C3469,,14.582878,-3.7103117,1
C3471,,4.054177,5.659414,0
C3473,,4.9205804,2.081583,1
C348,,11.79491,-4.8293743,1
C3484,,8.720969,9.451743,2
C3486,,15.183496,-4.502754,1
C349,,10.039447,-0.15742525,1
C3493,,6.60193,4.030756,0
C3495,,13.647158,0.68636364,1
C3496,,8.780099,9.94401,2
C3501,,4.727498,2.035039,1
C3503,,10.327449,2.3910599,2
C3507,,16.143517,-4.181296,1
C3509,,12.37127,-7.269857,1
C3515,,13.603845,5.924884,2
C3518,,15.823004,-4.183643,1
C352,,15.187641,-4.5262885,1
C3526,,11.344325,2.8138976,2
C3528,,15.859193,-4.659209,1
C3534,,7.332034,9.650219,2
C3535,,11.029884,2.5378735,2
C3536,,16.1168,-4.2758856,1
C3538,,4.5957313,6.2272573,0
C3539,,7.005796,3.4177063,1
C354,,7.3258348,9.67028,2
C3541,,-2.2509193,8.018724,0
C3542,,12.747073,0.44199517,1
C3544,,6.814533,9.033594,1
C3546,,-2.0848897,8.241208,0
C355,,12.807336,0.3476233,2
C3553,,6.8240447,3.734939,1
C3556,,12.9966,0.6474749,2
C3558,,8.705538,3.338352,2
C3563,,4.941965,2.090835,1
C357,,14.488466,-3.6894221,1
C3570,,14.480445,-3.6497753,1
C3574,,14.252391,3.9711463,1
C3578,,15.399202,-5.0675836,1
C3582,,0.7237908,4.829278,0
C3586,,10.867933,2.5330925,2
C3587,,8.525509,10.061829,2
C3589,,14.649436,-3.344411,1
C359,,14.326414,3.8928275,2
C3592,,6.6776323,4.3783016,1
C3597,,12.09804,-5.1814594,1
C3598,,5.776259,4.328771,1
C360,,12.394582,-7.176342,1
C3600,,10.323841,0.5618798,1
C3605,,15.331788,-5.291636,1
C361,,12.393991,-6.9913244,1
C3611,,12.60387,0.78739154,2
C3616,,8.689374,9.465266,2
C3622,,14.461456,-3.6497636,1
C3623,,15.246101,-4.9260573,1
C363,,10.5489,2.151767,2
C3634,,11.051684,2.7137392,2
C3636,,10.0502825,-0.14390984,1
C3640,,4.04043,5.651747,1
C3645,,16.35571,-4.0817065,1
C3649,,3.1505759,4.154197,0
C3652,,5.079979,4.298462,1
C366,,7.3893833,9.68608,2
C3660,,8.675937,4.0487156,2
C3662,,13.538002,5.9951286,2
C3666,,12.172776,-5.113871,1
C3668,,12.087497,-5.212359,1
C367,,-0.89469373,7.918364,0
C3670,,13.507315,6.4074755,2
C3674,,13.295237,-4.7220354,1
C3678,,14.583083,-3.6438005,1
C368,,11.006877,-3.7300467,1
C3680,,10.006988,0.095702104,1
C3681,,11.095319,-5.8073206,1
C3682,,-7.618605,5.7337275,0
C3684,,11.191459,-5.375787,1
C3686,,15.938054,-4.758869,1
C3688,,4.6179366,6.2416053,0
C3692,,11.141578,-4.1565156,2
C3701,,15.5329275,-4.6969934,1
C3705,,16.003958,-4.216361,1
C3714,,15.538657,-5.3471117,1
C3715,,7.3829117,9.617257,2
C3716,,14.562903,-3.5246148,1
C3718,,12.588991,-6.7020416,1
C372,,13.010085,0.083252914,2
C3726,,5.0203996,4.4108047,1
C3732,,15.43335,-5.3389454,1
C3734,,12.382701,1.2416404,1
C3741,,14.013547,0.819703,2
C3743,,16.280378,-4.116307,1
C3745,,0.743816,6.40434,0
C3748,,11.559561,2.8845294,2
C375,,7.0892344,9.448478,1
C3750,,11.04311,16.09811,2
C3753,,13.573442,5.9816732,2
C3756,,13.934227,5.9229937,2
C376,,11.442444,-5.7750506,1
C3762,,12.869519,0.31302541,2
C3763,,7.4299917,2.8126328,1
C3767,,1.306764,5.703951,1
C3770,,15.849682,-5.107415,1
C3774,,13.903892,5.4950166,2
C3777,,11.4825,8.285335,2
C3778,,14.379468,5.547716,2
C3784,,12.184298,0.39287975,1
C3785,,14.598513,-3.6851046,1
C379,,12.24195,0.25941798,0
C3790,,5.6634326,2.4237409,1
C3794,,14.528067,-3.5892124,1
C3796,,10.290492,2.5344665,2
C3799,,13.774788,5.8826537,2
C38,,11.446735,-4.6213408,1
C380,,12.433227,-7.085314,1
C3801,,12.255469,-5.1020727,1
C3802,,15.713618,1.9510912,1
C3806,,13.407931,6.2151823,2
C3808,,13.5825205,6.332493,2
C381,,1.0321151,6.073395,1
C3810,,10.976782,6.6202354,2
C3812,,2.4463122,3.7319021,0
C3814,,14.627748,-3.41264,1
C382,,12.317066,-7.385996,1
C3822,,5.694838,2.479805,1
C3824,,4.9649596,2.0842152,1
C3826,,15.7663,-4.9052334,1
C3830,,6.721025,4.2783613,1
C3832,,9.755961,-0.39912194,1
C3833,,15.516847,-5.3611193,1
C3841,,10.890582,6.377579,2
C3844,,11.549106,-5.1149583,1
C3845,,14.256009,6.2788115,2
C3851,,3.6779075,4.669324,0
C3854,,1.3227288,5.691905,0
C3859,,11.180678,-4.4849606,1
C386,,13.000115,0.0952691,2
C3860,,14.30027,5.548688,2
C3862,,9.766884,-0.35057068,1
C3863,,13.570881,6.397759,2
C3865,,12.466234,0.35331205,2
C3871,,4.6255217,6.0247293,0
C3873,,11.734884,3.0977197,2
C3875,,7.509926,4.244506,2
C3878,,6.466737,4.479059,1
C388,,12.536276,0.84086996,2
C3880,,13.112541,-5.5426025,1
C3882,,14.818848,-4.139798,1
C3884,,15.1099825,-4.823989,1
C3886,,16.299257,-4.2841525,1
C3890,,12.311336,0.37267384,1
C390,,-1.23328,7.312534,0
C3904,,15.576608,-4.199236,1
C3907,,15.729303,1.9148133,1
C3909,,11.527822,2.8947744,1
C391,,12.841848,-6.3414946,1
C3910,,11.516226,15.560948,2
C3912,,13.539118,6.2869325,2
C3914,,13.454127,6.372375,2
C3916,,15.716217,1.9761107,2
C3919,,13.750381,5.9258623,2
C3921,,15.072182,-4.9788976,1
C3928,,16.015759,-4.130873,1
C3929,,4.330221,2.3538787,1
C393,,11.622734,-6.1036596,1
C3931,,6.514858,4.2405806,2
C3933,,13.546014,6.183262,2
C3935,,15.096814,-5.041351,1
C394,,13.210314,-0.10771523,1
C3940,,16.139868,-4.2436576,1
C3942,,14.781519,-4.521632,1
C3947,,13.69106,6.275768,2
C395,,11.589959,3.0477066,2
C3952,,-0.019119717,4.157314,0
C3953,,3.8562744,4.2293596,0
C3955,,13.493987,6.257253,2
C3957,,4.4690275,4.9508376,0
C3959,,11.212754,15.107222,1
C396,,11.007228,-3.74784,1
C3961,,14.674615,-3.6906338,1
C3963,,13.536129,6.360977,2
C3967,,13.5248995,6.1044636,2
C3971,,16.325415,-4.1780205,1
C3977,,5.6973233,4.289627,1
C3978,,13.637214,6.2626247,2
C3980,,16.13485,-4.6348286,1
C3983,,14.866554,-5.7227154,1
C3984,,9.548256,4.1920686,2
C3990,,8.358204,9.935069,2
C3992,,10.664352,1.1988158,2
C3995,,5.3042994,4.186147,1
C4,,-1.5955131,8.268489,0
C40,,1.2386891,6.21661,1
C400,,13.199015,-4.852334,1
C4005,,13.739353,6.2362423,2
C4007,,15.343953,-5.323383,1
C4010,,1.2824706,5.800159,1
C4015,,8.6016865,10.047421,2
C4020,,16.076866,-4.0247574,1
C4029,,11.7128935,16.356112,2
C403,,-1.9045404,8.753505,0
C4032,,2.9228349,2.3253243,1
C4034,,2.9184322,2.145867,1
C4038,,4.5537806,4.8979053,1
C404,,11.104706,-6.3537893,1
C4042,,10.120046,4.527355,2
C4044,,14.640627,-3.453959,1
C405,,13.143719,-0.003180145,2
C4051,,13.560645,6.3238654,2
C4064,,11.010524,6.7232,2
C4067,,16.063362,-4.670246,1
C4071,,9.828607,0.2154719,1
C4073,,13.580732,5.9012012,2
C4077,,8.852806,9.964759,2
C408,,13.230921,-0.08640528,1
C4081,,8.504315,9.982972,2
C4083,,14.086767,5.646591,2
C4085,,7.0543013,3.030957,1
C4087,,4.559773,5.969512,0
C4089,,11.750532,2.9479215,2
C409,,7.084459,9.932802,2
C4091,,14.526806,-3.4889076,1
C4093,,14.415766,5.4487615,2
C4096,,16.203941,-4.299394,1
C4098,,13.76569,6.236501,2
C4100,,12.847412,0.55843246,2
C4102,,5.1090984,4.6397996,1
C4104,,15.04997,-5.130673,1
C4110,,15.108518,-5.243736,1
C4112,,8.622246,10.008909,2
C4114,,13.446974,6.061844,2
C4116,,16.27629,-4.2551894,1
C412,,-1.9532852,8.394413,0
C4123,,7.8609037,3.224602,2
C4125,,13.7189,6.246748,2
C4127,,15.896471,-5.0463004,1
C4131,,8.57316,9.947316,2
C4135,,14.988577,-5.115102,1
C4137,,12.859932,0.16564316,2
C414,,11.519258,-5.817417,1
C4144,,12.843263,0.20086624,2
C4148,,16.03709,-4.741033,1
C415,,11.040618,-3.7870069,1
C4150,,0.26815718,3.1537368,0
C4159,,3.7409298,4.576097,0
C4161,,3.7061777,4.594192,0
C4163,,4.5110145,4.9420433,0
C4169,,14.846466,-5.7442074,1
C4172,,16.115334,-4.626291,1
C4174,,14.221685,4.130984,2
C4176,,15.403897,-5.0349336,1
C418,,11.581694,-6.107542,1
C4180,,0.5997082,4.912719,0
C4183,,16.31846,-4.0705886,1
C4193,,13.578516,5.9284954,2
C4198,,8.553139,2.5710752,1
C420,,13.033591,0.07595231,2
C4200,,15.956999,-4.860491,1
C4202,,13.720287,6.2503195,2
C4207,,3.5475926,10.429271,1
C421,,7.4966774,9.560898,2
C4210,,6.109732,2.7313619,1
C4217,,0.594572,4.921025,0
C422,,0.746258,6.4031024,0
C4222,,13.781545,4.614427,2
C4223,,15.712163,1.9236583,2
C4227,,5.3068995,3.9958825,1
C4230,,14.86938,-5.722735,1
C4232,,8.699406,9.5334835,2
C4233,,8.836975,9.947231,2
C4249,,15.873533,-5.089368,1
C4251,,15.232218,-5.2627554,1
C4254,,8.428051,10.002285,2
C426,,15.151807,-5.3033476,1
C4260,,9.86907,0.20967127,1
C4262,,10.081322,0.37114695,1
C4264,,15.578868,-5.347508,1
C4265,,7.4019766,3.1959822,2
C4267,,10.279167,0.38950592,1
C4269,,4.2499323,2.3552854,1
C427,,12.701094,-6.629024,1
C4273,,15.249641,-4.2825527,1
C4278,,4.795365,4.3288817,1
C428,,-0.7036551,7.8385315,0
C4282,,14.143292,5.6599154,2
C4284,,12.899679,0.12172194,2
C4287,,14.867618,5.431725,2
C4289,,2.2473688,1.4068524,1
C4297,,6.772665,8.9976845,1
C4299,,8.3711605,3.4046342,2
C4305,,15.686403,-4.0332756,1
C4308,,5.602407,-1.0259221,1
C431,,15.070868,-5.2294374,1
C4311,,15.274698,-4.2931848,1
C4314,,14.776589,-3.5248375,1
C4316,,13.487299,6.3069844,2
C4321,,14.4846735,-3.5000489,1
C4325,,13.886347,5.90046,2
C433,,15.177259,-5.321022,1
C4334,,12.650213,0.6978034,2
C4343,,13.592857,6.3905544,2
C4345,,4.84966,4.6334577,1
C4347,,15.897065,-4.056147,1
C4352,,8.519962,9.9093895,2
C436,,7.123703,9.898509,2
C4363,,13.663401,6.2399297,2
C4367,,8.438377,10.015145,2
C4369,,9.761104,3.9514518,2
C4377,,8.456126,10.00577,2
C4379,,3.6681423,4.67826,0
C4381,,15.717872,-4.0132723,1
C4384,,14.685765,-3.749198,1
C4388,,5.354038,4.176261,1
C4390,,15.218522,-5.3172464,1
C4394,,5.8128324,2.561421,1
C4396,,14.049948,5.491621,2
C44,,11.080438,2.7422788,2
C4405,,16.305918,-4.217649,1
C4407,,13.945173,4.552975,2
C4408,,14.587131,-3.6569974,1
C441,,13.7105055,-4.731908,1
C4412,,8.834534,9.859768,2
C4414,,15.0919075,-4.9623504,1
C442,,11.574041,-6.1554623,1
C4425,,16.017921,-4.0534005,1
C4429,,15.996653,-4.374663,1
C443,,11.189653,-4.430691,2
C4434,,13.474951,6.2351484,2
C4436,,-7.614184,5.259488,0
C4438,,14.309404,5.543536,2
C4444,,14.260039,6.017456,2
C4448,,13.490598,6.415449,2
C445,,0.598636,6.5456476,0
C4459,,13.493125,6.1639113,2
C4462,,4.738769,4.633493,1
C4466,,4.1551385,5.6406326,2
C4468,,14.0740795,5.88636,2
C4473,,-7.6112432,5.23397,0
C4479,,4.486537,4.9486227,1
C448,,13.295399,-4.8574452,1
C4481,,3.6631184,4.6539807,0
C4490,,-7.6245513,5.2444134,0
C4491,,4.633999,2.0077572,1
C4495,,15.981742,-4.081943,1
C4499,,14.536591,-3.5383916,1
C450,,11.142216,-5.1313467,1
C4501,,13.741476,5.946128,2
C4505,,4.1690345,2.5009336,1
C4508,,8.515489,9.9676895,2
C4509,,14.548829,-3.606816,1
C4513,,8.756372,9.459738,2
C4515,,8.875577,9.916722,2
C4525,,4.5244226,4.9315305,0
C4529,,15.093046,-5.1949043,1
C453,,7.3309913,9.686947,2
C4539,,11.228916,15.179193,1
C454,,-2.2180047,8.05549,0
C4541,,3.8057098,4.8310323,1
C4545,,11.572184,-4.752388,1
C4546,,15.246568,-4.418472,1
C4550,,8.571339,10.0237875,2
C4554,,11.731313,2.9358673,2
C4555,,13.080982,-4.754715,1
C4559,,8.579012,9.993201,2
C457,,13.834548,4.2558074,-1
C4576,,13.87036,5.974853,2
C4578,,14.601617,-3.6713257,1
C458,,10.857514,2.4609418,2
C4581,,8.537106,9.918291,2
C4589,,13.54728,6.201066,2
C459,,10.461071,2.1152332,2
C4592,,9.6861105,3.3034275,2
C4593,,16.067986,-4.2197247,1
C4597,,15.696244,1.6519738,2
C46,,13.978551,0.8500919,2
C460,,9.748092,-0.36611563,1
C4600,,8.499388,9.969845,2
C4603,,15.935633,-4.1139827,1
C4608,,15.73719,1.9217293,1
C4614,,14.521403,-3.5667052,1
C4616,,8.279478,9.932934,2
C4618,,8.533406,9.868959,2
C462,,-2.1564655,8.143709,0
C4620,,16.321447,-4.0738726,1
C4622,,14.8978815,-4.841886,1
C463,,12.993766,0.108496845,2
C4631,,11.547724,15.501654,2
C4633,,11.330408,-5.181203,1
C4636,,13.295248,-4.73653,1
C4639,,11.50203,-5.157581,1
C4640,,13.66809,6.0107203,2
C4642,,13.401902,-4.770402,1
C4643,,6.4963756,8.732205,1
C4645,,13.363465,0.33782697,2
C4647,,11.185897,-5.3760343,1
C4651,,8.455413,10.048194,2
C4653,,8.6803875,9.49121,2
C4657,,14.009292,5.887038,2
C4659,,13.099228,-4.7648287,1
C4667,,15.9356365,-4.823826,1
C4668,,11.38576,-5.7067785,1
C467,,13.836116,4.29885,-1
C4674,,16.17837,-4.020474,1
C4679,,14.7109995,-4.1448774,1
C4682,,2.8296657,3.965139,0
C469,,12.396883,-7.277256,1
C4692,,-0.013366424,4.235566,1
C4695,,6.821208,4.290404,1
C4698,,15.705116,1.9861356,2
C47,,0.82953876,6.326806,0
C4704,,11.124108,14.155486,2
C4708,,15.039967,-5.1778264,1
C471,,-1.6923767,8.640301,0
C4711,,0.6651205,4.9060287,0
C4712,,16.021574,-4.818598,1
C4722,,8.320193,9.938596,2
C473,,12.99006,0.2299988,2
C4730,,5.1371055,1.8923135,1
C4731,,14.531674,-3.4528422,1
C4738,,16.372725,-4.074661,1
C4743,,6.783787,3.9429595,1
C4745,,4.696084,2.5260186,1
C4750,,11.095262,14.157394,2
C4753,,8.6162,10.065896,2
C4755,,16.335522,-4.1586604,1
C4767,,6.3996687,4.492864,1
C4771,,12.872842,0.12671511,2
C4773,,14.710601,-3.529882,1
C4782,,15.690679,1.9680078,2
C4784,,3.885131,4.238652,0
C4785,,16.62387,5.0508637,2
C4787,,16.095339,1.7590216,2
C4792,,13.986898,5.9658403,2
C4797,,4.619609,6.2223377,0
C4798,,5.8156533,3.179957,1
C48,,12.255208,-6.0994735,1
C480,,12.888752,0.5851493,2
C4803,,16.058052,-4.0258565,1
C4804,,15.947619,-4.68195,1
C4808,,13.583578,6.3722553,2
C4812,,8.62545,3.3582156,2
C4814,,13.6507,5.879186,2
C4816,,6.9375343,4.380818,1
C4823,,7.4826536,3.8169212,2
C483,,11.547569,-5.1714334,1
C4831,,3.7283354,3.2059066,1
C4833,,15.497089,-4.6422467,1
C4835,,8.419066,10.042357,2
C4837,,7.175689,3.281237,2
C484,,7.2048535,9.806541,2
C4847,,15.890892,-4.1362314,1
C4854,,15.234378,-4.406111,1
C4856,,14.5314865,-3.572948,1
C4858,,7.4908,9.663697,2
C486,,13.380567,-8.129564,2
C4864,,13.599536,6.375914,2
C4866,,11.181525,-4.8194165,1
C4869,,15.723369,1.9550002,2
C487,,-1.9301577,8.572506,0
C4874,,13.979858,5.765185,2
C4879,,4.542876,4.9187675,1
C488,,1.2591556,5.749905,0
C4885,,16.233038,-4.314579,1
C489,,11.366326,-6.783559,1
C4891,,4.0907807,5.6785264,1
C4893,,16.363865,-4.099597,1
C4895,,15.369949,-5.2935596,1
C4897,,14.552076,-3.620607,1
C49,,12.478108,0.3552754,2
C4905,,15.204783,-4.4364395,1
C4907,,14.032473,5.866477,2
C491,,11.293946,-6.739991,1
C4911,,13.486022,6.205032,2
C4915,,10.986453,-3.701588,1
C4917,,15.535309,-5.364872,1
C492,,13.348837,-8.081272,1
C4920,,14.205719,4.1472764,2
C4924,,13.647735,-4.747897,1
C4929,,9.691226,3.7593696,2
C493,,12.20157,-6.273271,1
C4931,,4.5152993,4.9356713,0
C4936,,9.8458805,0.21643332,1
C4937,,11.097833,-5.760833,1
C4939,,13.210295,-4.65624,1
C4941,,13.117139,-4.756883,1
C4942,,7.4871144,4.001921,2
C4944,,10.6513605,1.2173126,2
C4946,,15.728587,1.9347404,1
C4948,,13.140401,-4.7801704,1
C4953,,12.262551,-5.0496645,1
C4957,,6.0612273,4.310402,1
C496,,12.85932,-6.338748,1
C4964,,5.280514,3.8898144,1
C4967,,16.350346,-4.066454,1
C4969,,13.1961565,-4.6736,1
C4971,,14.189466,5.600915,2
C4973,,13.432063,6.409887,2
C4975,,13.036085,-4.809957,1
C4977,,3.718761,4.07357,0
C4979,,16.046364,-4.5912967,1
C4981,,10.626795,3.0957038,2
C4983,,15.530649,2.3449244,2
C4984,,12.777947,-6.330076,1
C4988,,8.462953,9.951937,2
C499,,10.134358,0.23323628,1
C5,,12.310398,0.37996465,2
C50,,12.304355,0.38098323,1
C500,,12.865311,-7.3493586,1
C5004,,5.222077,1.8968935,1
C5006,,11.951818,-4.993537,1
C5008,,17.167591,4.656047,2
C5015,,15.699476,1.8756987,2
C5018,,14.1237755,5.848333,2
C502,,10.079444,-0.11203006,1
C5026,,0.46343523,3.0896738,0
C5028,,10.867967,17.324518,2
C503,,10.600401,1.0956308,1
C5030,,11.913205,3.0717602,2
C5033,,16.1824,-4.1566257,1
C5039,,5.226532,1.9370996,1
C5043,,15.517388,2.3590946,2
C5045,,8.620675,10.04036,2
C505,,11.086844,-3.996016,2
C5053,,6.3655553,4.463355,1
C5059,,16.117735,-4.2382965,1
C5061,,15.996912,-4.8692756,1
C5067,,14.022519,5.8842936,2
C5069,,6.437501,4.169128,1
C5074,,14.868684,-5.7193184,1
C5076,,5.4004974,4.37164,1
C5078,,16.08556,-4.185267,1
C5080,,4.952778,2.0921416,1
C5084,,14.021257,5.97123,2
C5086,,16.015545,-4.817521,1
C5089,,4.615078,6.210499,0
C509,,10.159323,-0.11710839,1
C5092,,13.476692,6.183928,2
C5094,,5.3896985,2.322277,1
C5096,,11.648767,3.02063,2
C5097,,7.3192916,4.1103115,2
C51,,10.7193365,1.4529803,2
C510,,-1.7598706,9.086076,0
C5109,,13.57261,6.2960005,2
C5113,,2.975382,2.1583896,1
C5115,,15.914138,-4.680705,1
C512,,-1.6518112,9.054093,0
C5125,,15.546116,-4.693576,1
C5136,,14.2167845,4.0800424,0
C5137,,16.065691,-4.741641,1
C5139,,15.030402,-5.195245,1
C5145,,14.054609,5.9163165,2
C515,,7.0786066,9.971614,2
C5151,,13.919192,5.495333,2
C5154,,8.880712,9.939667,2
C5156,,13.521265,6.423009,2
C5159,,13.500848,6.4329276,2
C5161,,7.6076946,3.283838,2
C5163,,2.0213978,-0.19572483,1
C5178,,15.253381,-4.364826,1
C5181,,15.019767,-5.1459756,1
C5186,,8.772218,9.991402,2
C5190,,13.547333,5.9293785,2
C5192,,15.022621,-5.1605363,1
C5194,,15.099152,-5.20555,1
C5198,,15.082695,-5.0060077,1
C520,,11.056678,-5.106482,1
C5200,,13.961537,5.847363,2
C5202,,15.958104,-4.0742574,1
C5208,,0.58258754,4.9248204,0
C5211,,15.268002,-4.3426414,1
C5212,,15.229051,-4.7613926,1
C5215,,16.06069,-4.01836,1
C5216,,15.140127,-4.7034984,1
C5218,,15.571411,2.2559838,1
C5220,,16.025862,-4.820156,1
C5225,,15.971788,-4.87637,1
C5227,,15.169048,-4.9018664,1
C5232,,11.189643,-5.2752943,1
C5234,,16.333725,-4.162845,1
C5237,,15.760665,1.9936435,2
C5238,,4.403154,2.2640803,1
C5240,,13.162151,-4.7256746,1
C5250,,8.074504,4.4363537,2
C5253,,15.025523,-5.177854,1
C5257,,13.231533,-4.790308,1
C5258,,13.570252,6.396791,2
C526,,10.185711,0.028315581,1
C5261,,11.750073,2.929781,2
C5262,,13.700586,6.32499,2
C5266,,15.548303,-4.619806,1
C5269,,15.707131,-5.2855854,1
C5277,,15.837888,-4.9142804,1
C5279,,8.244291,9.888261,2
C528,,13.850927,4.26615,-1
C5281,,14.0522175,5.7796326,2
C5283,,7.1860075,2.7255738,1
C5286,,13.654193,6.1843143,2
C5288,,16.030663,-4.4781337,1
C529,,13.853065,4.2665777,-1
C5290,,16.05792,-4.093823,1
C5292,,13.817267,6.16552,2
C5294,,3.364329,3.512542,0
C5297,,15.384005,-4.766184,1
C5299,,2.8961828,2.0781405,1
C5301,,0.63031095,4.910128,0
C5305,,13.11194,-4.7707977,1
C5308,,13.031346,-4.8095837,1
C5309,,14.472814,5.735931,2
C5311,,12.503414,-4.966444,1
C5313,,14.566064,-3.6790724,1
C5315,,15.954228,5.0108557,2
C532,,-2.1045885,8.231047,0
C5320,,15.936173,-4.099247,1
C5321,,16.04695,-4.801975,1
C5325,,13.7639475,6.270703,2
C5327,,14.230939,5.626863,2
C5329,,13.574742,6.2981443,2
C5332,,8.863955,9.9004345,2
C5334,,7.286174,4.087038,2
C5339,,5.249891,1.9239633,1
C534,,-0.7837901,7.8522973,0
C5349,,9.611504,4.078126,2
C535,,1.2928531,5.739167,0
C5351,,15.416332,-4.5943666,1
C5352,,7.4857097,3.817836,2
C5353,,15.832417,-5.1614213,1
C5356,,15.547415,-4.238926,1
C5358,,8.861343,9.9335785,2
C5362,,0.5928258,4.9310527,0
C5364,,7.100744,4.197368,2
C5367,,14.8731165,-5.7157164,1
C537,,-2.207515,8.069488,0
C5375,,13.632434,6.39019,2
C5377,,16.146782,-4.6725044,1
C5381,,11.703003,-4.7065,1
C5396,,4.2720923,2.981834,1
C54,,11.454107,-5.0837197,1
C5401,,13.673636,0.6689531,2
C5404,,16.185411,-4.164164,1
C5407,,15.243599,-4.3637695,1
C5408,,11.647739,-5.2135243,1
C5410,,13.611088,5.9317865,2
C5412,,13.465903,6.441225,2
C5414,,13.173017,-4.7641683,1
C5416,,16.34981,-4.11838,1
C5418,,11.827762,0.5485312,2
C542,,12.202214,0.88707614,2
C5420,,14.549339,-3.6041212,1
C5422,,15.732836,1.7977444,1
C5424,,14.470349,-3.3784835,1
C5429,,11.199374,-5.4350724,1
C5433,,13.446885,6.279209,2
C544,,10.093921,-0.13292888,1
C5443,,11.415245,-5.717832,1
C5445,,15.292738,-5.052054,1
C545,,10.3653555,2.3098562,2
C5450,,5.7215056,4.3883514,1
C5451,,11.2790165,-5.4724917,1
C5455,,15.723875,1.9281418,1
C5458,,9.527899,3.0854044,2
C5459,,14.959462,-5.0883355,1
C5461,,6.8014426,9.032068,1
C5463,,14.275751,3.969964,2
C5469,,16.323809,-4.063661,1
C547,,-1.1178349,8.0248165,0
C5472,,6.7547007,4.0875373,2
C5474,,9.66954,2.8135128,2
C5478,,9.588399,3.1346927,2
C548,,11.9662075,-6.1689067,1
C5485,,13.454409,6.2253356,2
C5487,,7.6225386,3.2556775,1
C549,,14.437551,-2.9294958,2
C5493,,13.681745,6.273064,2
C5498,,0.61823773,4.900698,0
C5500,,12.182923,16.669954,2
C5502,,14.586814,-3.6675987,1
C5506,,6.127649,4.3703747,1
C5508,,16.040228,-4.822546,1
C5513,,16.31058,-4.280134,1
C5515,,7.3867836,4.0781474,2
C5517,,9.343892,3.7010095,2
C552,,12.758871,-6.37354,1
C5521,,4.8836074,4.171427,1
C5530,,16.045538,-4.769027,1
C5542,,13.572456,6.0878944,2
C5552,,10.028948,0.12830716,1
C556,,3.136295,3.8832452,0
C5565,,15.69861,1.8923322,1
C5571,,4.1294065,5.6762757,1
C5577,,11.19388,-5.368327,1
C5578,,11.458717,0.7208471,1
C5582,,12.767909,0.3889154,1
C5583,,13.136827,-4.703933,1
C5584,,13.202666,-4.725508,1
C5585,,13.158895,-4.7221475,1
C5588,,13.792701,4.6075196,2
C559,,10.121527,0.04194373,1
C5590,,11.428321,2.9736266,2
C5593,,13.156043,-4.7225857,1
C5594,,13.1779585,-4.7213144,1
