host,dns_unique_dst,dns_total_queries,auth_unique_users,auth_total_events,auth_failed,proc_unique_processes,proc_total_events,is_compromised
C5045,15.0,1050.0,3.0,48.0,0.0,0.0,0.0,0
C5047,7.0,76.0,3.0,48.0,0.0,0.0,0.0,0
C505,0.0,0.0,3.0,96.0,0.0,15.0,120.0,0
C5050,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0
C5051,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0
C5053,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0
C5055,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0
C5057,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0
C5059,0.0,0.0,4.0,85.0,0.0,0.0,0.0,0
C506,0.0,0.0,2.0,4707.0,304.0,8.0,246.0,0
C5061,5.0,9.0,6.0,56.0,0.0,0.0,0.0,0
C5063,1.0,1.0,5.0,61.0,0.0,0.0,0.0,0
C5065,0.0,0.0,2.0,65.0,0.0,0.0,0.0,0
C5067,1.0,1.0,5.0,41.0,0.0,0.0,0.0,0
C5069,11.0,25.0,5.0,88.0,0.0,0.0,0.0,0
C507,0.0,0.0,2.0,60.0,0.0,13.0,102.0,0
C5071,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0
C5073,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0
C5074,3.0,14.0,1.0,53.0,0.0,0.0,0.0,0
C5076,7.0,30.0,3.0,52.0,0.0,0.0,0.0,0
C5078,0.0,0.0,3.0,49.0,0.0,0.0,0.0,0
C508,1.0,1.0,1.0,28.0,0.0,11.0,87.0,0
C5080,2.0,2.0,1.0,44.0,0.0,4.0,35.0,0
C5082,1.0,21.0,3.0,49.0,0.0,0.0,0.0,0
C5084,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0
C5086,4.0,7.0,3.0,32.0,0.0,0.0,0.0,0
C5089,0.0,0.0,2.0,87.0,0.0,0.0,0.0,0
C509,0.0,0.0,2.0,107.0,0.0,11.0,86.0,0
C5090,0.0,0.0,4.0,68.0,0.0,0.0,0.0,0
C5092,1.0,1.0,4.0,40.0,0.0,0.0,0.0,0
C5094,9.0,10.0,4.0,41.0,0.0,0.0,0.0,0
C5096,4.0,4.0,3.0,609.0,0.0,0.0,0.0,0
C5097,4.0,4.0,4.0,88.0,0.0,0.0,0.0,0
C5099,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0
C51,0.0,0.0,2.0,207.0,0.0,12.0,94.0,0
C510,0.0,0.0,2.0,61.0,0.0,12.0,90.0,0
C5102,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0
C5105,0.0,0.0,4.0,37.0,0.0,0.0,0.0,0
C5107,0.0,0.0,6.0,61.0,0.0,0.0,0.0,0
C5109,0.0,0.0,6.0,73.0,0.0,0.0,0.0,0
C511,4.0,4.0,1.0,75.0,0.0,11.0,89.0,0
C5111,21.0,1362.0,1.0,30.0,0.0,0.0,0.0,0
C5113,0.0,0.0,4.0,71.0,0.0,0.0,0.0,0
C5115,4.0,8.0,4.0,89.0,0.0,0.0,0.0,0
C5117,0.0,0.0,6.0,68.0,0.0,0.0,0.0,0
C512,0.0,0.0,2.0,57.0,0.0,13.0,95.0,0
C5120,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0
C5121,0.0,0.0,2.0,59.0,0.0,0.0,0.0,0
C5123,0.0,0.0,3.0,79.0,0.0,0.0,0.0,0
C5125,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0
C5128,6.0,7.0,1.0,11.0,0.0,0.0,0.0,0
C5129,0.0,0.0,4.0,52.0,0.0,0.0,0.0,0
C513,0.0,0.0,2.0,37.0,0.0,10.0,144.0,0
C5131,2.0,4.0,2.0,51.0,0.0,0.0,0.0,0
C5133,3.0,3.0,3.0,51.0,0.0,0.0,0.0,0
C5136,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5137,3.0,3.0,4.0,36.0,0.0,0.0,0.0,0
C5139,1.0,7.0,5.0,63.0,0.0,0.0,0.0,0
C514,0.0,0.0,1.0,56.0,0.0,7.0,132.0,0
C5141,0.0,0.0,7.0,53.0,0.0,0.0,0.0,0
C5143,1.0,1.0,2.0,100.0,0.0,2.0,12.0,0
C5145,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0
C5147,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0
C5149,3.0,4.0,3.0,38.0,0.0,0.0,0.0,0
C515,22.0,1361.0,4.0,162.0,0.0,14.0,104.0,0
C5151,0.0,0.0,6.0,102.0,0.0,0.0,0.0,0
C5152,1.0,1.0,1.0,40.0,0.0,2.0,5.0,0
C5154,13.0,694.0,4.0,33.0,0.0,0.0,0.0,0
C5156,7.0,13.0,5.0,29.0,0.0,0.0,0.0,0
C5157,0.0,0.0,4.0,45.0,0.0,0.0,0.0,0
C5159,8.0,8.0,3.0,64.0,0.0,0.0,0.0,0
C516,0.0,0.0,1.0,1102.0,0.0,0.0,0.0,0
C5161,12.0,19.0,4.0,72.0,0.0,0.0,0.0,0
C5163,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0
C5165,0.0,0.0,3.0,58.0,0.0,0.0,0.0,0
C5167,0.0,0.0,2.0,61.0,59.0,0.0,0.0,0
C517,12.0,55.0,1.0,83.0,0.0,9.0,86.0,0
C5170,0.0,0.0,2.0,100.0,1.0,0.0,0.0,0
C5172,0.0,0.0,4.0,38.0,0.0,0.0,0.0,0
C5174,1.0,18.0,3.0,42.0,0.0,0.0,0.0,0
C5176,21.0,1362.0,1.0,54.0,0.0,0.0,0.0,0
C5178,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0
C518,2.0,2.0,2.0,81.0,0.0,10.0,156.0,0
C5181,0.0,0.0,3.0,49.0,0.0,0.0,0.0,0
C5183,3.0,4.0,1.0,33.0,0.0,0.0,0.0,0
C5185,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0
C5186,15.0,692.0,3.0,12.0,0.0,0.0,0.0,0
C5188,4.0,63.0,5.0,43.0,0.0,0.0,0.0,0
C519,0.0,0.0,2.0,69.0,0.0,12.0,91.0,0
C5190,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0
C5192,0.0,0.0,5.0,86.0,0.0,0.0,0.0,0
C5194,2.0,3.0,4.0,68.0,0.0,0.0,0.0,0
C5196,6.0,7.0,1.0,38.0,0.0,3.0,18.0,0
C5198,0.0,0.0,6.0,60.0,0.0,0.0,0.0,0
C52,0.0,0.0,1.0,55.0,0.0,8.0,144.0,0
C520,0.0,0.0,2.0,90.0,0.0,11.0,90.0,0
C5200,0.0,0.0,3.0,53.0,0.0,0.0,0.0,0
C5202,0.0,0.0,5.0,91.0,0.0,0.0,0.0,0
C5204,0.0,0.0,4.0,37.0,0.0,0.0,0.0,0
C5207,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0
C5208,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0
C521,6.0,6.0,2.0,98.0,0.0,17.0,108.0,0
C5211,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0
C5212,3.0,4.0,3.0,63.0,0.0,0.0,0.0,0
C5215,0.0,0.0,4.0,83.0,0.0,0.0,0.0,0
C5216,0.0,0.0,5.0,67.0,0.0,0.0,0.0,0
C5218,9.0,17.0,6.0,53.0,0.0,0.0,0.0,0
C522,0.0,0.0,1.0,40.0,0.0,11.0,94.0,0
C5220,3.0,3.0,4.0,47.0,0.0,0.0,0.0,0
C5222,0.0,0.0,3.0,41.0,0.0,0.0,0.0,0
C5224,0.0,0.0,6.0,91.0,0.0,0.0,0.0,0
C5225,5.0,6.0,4.0,41.0,0.0,0.0,0.0,0
C5227,0.0,0.0,4.0,47.0,0.0,0.0,0.0,0
C5229,1.0,1.0,5.0,38.0,0.0,0.0,0.0,0
C523,0.0,0.0,23.0,8091.0,18.0,15.0,3337.0,0
C5232,0.0,0.0,2.0,115.0,0.0,13.0,41.0,0
C5233,2.0,4.0,5.0,92.0,0.0,0.0,0.0,0
C5234,0.0,0.0,3.0,58.0,0.0,0.0,0.0,0
C5237,0.0,0.0,2.0,61.0,0.0,0.0,0.0,0
C5238,1.0,1.0,3.0,69.0,0.0,3.0,31.0,0
C524,0.0,0.0,3.0,120.0,0.0,13.0,98.0,0
C5240,0.0,0.0,1.0,67.0,0.0,17.0,58.0,0
C5243,5.0,6.0,1.0,49.0,0.0,0.0,0.0,0
C5244,0.0,0.0,4.0,67.0,0.0,4.0,28.0,0
C5246,0.0,0.0,4.0,58.0,0.0,0.0,0.0,0
C5248,3.0,6.0,6.0,58.0,0.0,0.0,0.0,0
C525,0.0,0.0,2.0,86.0,0.0,15.0,278.0,0
C5250,0.0,0.0,5.0,56.0,0.0,0.0,0.0,0
C5252,0.0,0.0,1.0,89.0,0.0,5.0,92.0,0
C5253,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0
C5255,0.0,0.0,7.0,63.0,0.0,0.0,0.0,0
C5257,0.0,0.0,2.0,48.0,0.0,14.0,97.0,0
C5258,6.0,52.0,3.0,27.0,0.0,0.0,0.0,0
C526,0.0,0.0,1.0,40.0,0.0,11.0,175.0,0
C5261,4.0,17.0,2.0,21.0,0.0,0.0,0.0,0
C5262,0.0,0.0,6.0,63.0,1.0,0.0,0.0,0
C5264,1.0,4.0,1.0,63.0,0.0,0.0,0.0,0
C5266,1.0,3.0,2.0,32.0,0.0,0.0,0.0,0
C5269,12.0,47.0,4.0,86.0,0.0,0.0,0.0,0
C527,0.0,0.0,47.0,6271.0,29.0,0.0,0.0,0
C5271,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0
C5274,3.0,3.0,1.0,59.0,0.0,0.0,0.0,0
C5276,14.0,58.0,3.0,59.0,0.0,0.0,0.0,0
C5277,4.0,5.0,3.0,50.0,0.0,0.0,0.0,0
C5279,27.0,1597.0,5.0,73.0,0.0,0.0,0.0,0
C528,4.0,6.0,2294.0,35405.0,12.0,8.0,134.0,0
C5281,0.0,0.0,3.0,31.0,0.0,0.0,0.0,0
C5283,0.0,0.0,1.0,30.0,0.0,1.0,8.0,0
C5286,0.0,0.0,3.0,48.0,0.0,0.0,0.0,0
C5288,2.0,2.0,5.0,63.0,0.0,0.0,0.0,0
C529,0.0,0.0,2638.0,40587.0,52.0,5.0,51.0,0
C5290,0.0,0.0,4.0,106.0,0.0,0.0,0.0,0
C5292,1.0,1.0,5.0,64.0,0.0,0.0,0.0,0
C5294,15.0,45.0,6.0,106.0,0.0,0.0,0.0,0
C5295,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0
C5297,0.0,0.0,1.0,49.0,0.0,2.0,10.0,0
C5299,1.0,2.0,3.0,87.0,0.0,0.0,0.0,0
C53,0.0,0.0,3.0,123.0,0.0,16.0,101.0,0
C5301,4.0,4.0,1.0,20.0,0.0,0.0,0.0,0
C5303,0.0,0.0,4.0,53.0,0.0,0.0,0.0,0
C5305,0.0,0.0,2.0,73.0,0.0,16.0,46.0,0
C5306,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0
C5308,0.0,0.0,1.0,79.0,0.0,15.0,50.0,0
C5309,2.0,4.0,4.0,36.0,0.0,0.0,0.0,0
C531,0.0,0.0,3.0,109.0,0.0,12.0,104.0,0
C5311,1.0,1.0,1.0,53.0,0.0,16.0,72.0,0
C5313,1.0,1.0,3.0,35.0,0.0,0.0,0.0,0
C5315,0.0,0.0,6.0,82.0,0.0,0.0,0.0,0
C5317,0.0,0.0,2.0,49.0,0.0,0.0,0.0,0
C532,0.0,0.0,3.0,107.0,0.0,15.0,130.0,0
C5320,0.0,0.0,3.0,86.0,0.0,0.0,0.0,0
C5321,3.0,3.0,4.0,56.0,0.0,0.0,0.0,0
C5323,14.0,1065.0,1.0,55.0,0.0,2.0,10.0,0
C5325,0.0,0.0,3.0,72.0,0.0,0.0,0.0,0
C5327,0.0,0.0,6.0,59.0,0.0,0.0,0.0,0
C5329,0.0,0.0,4.0,77.0,0.0,0.0,0.0,0
C533,3.0,5.0,2.0,54.0,0.0,13.0,95.0,0
C5332,12.0,566.0,3.0,61.0,0.0,0.0,0.0,0
C5333,4.0,4.0,4.0,92.0,0.0,32.0,157.0,0
C5334,6.0,10.0,3.0,70.0,0.0,0.0,0.0,0
C5336,0.0,0.0,3.0,86.0,0.0,0.0,0.0,0
C5337,19.0,737.0,2.0,97.0,0.0,0.0,0.0,0
C5339,0.0,0.0,3.0,38.0,0.0,0.0,0.0,0
C534,12.0,88.0,2.0,92.0,0.0,10.0,92.0,0
C5342,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0
C5343,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0
C5345,0.0,0.0,3.0,52.0,0.0,0.0,0.0,0
C5347,0.0,0.0,4.0,34.0,0.0,0.0,0.0,0
C5349,0.0,0.0,3.0,161.0,0.0,0.0,0.0,0
C535,3.0,4.0,1.0,58.0,0.0,15.0,103.0,0
C5351,5.0,7.0,1.0,68.0,0.0,0.0,0.0,0
C5352,12.0,24.0,5.0,46.0,0.0,0.0,0.0,0
C5353,11.0,25.0,4.0,59.0,0.0,0.0,0.0,0
C5356,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0
C5358,14.0,730.0,3.0,45.0,0.0,0.0,0.0,0
C536,20.0,94.0,1.0,84.0,0.0,17.0,101.0,0
C5360,1.0,1.0,1.0,31.0,0.0,2.0,20.0,0
C5362,0.0,0.0,1.0,22.0,0.0,1.0,1.0,0
C5364,0.0,0.0,6.0,68.0,0.0,0.0,0.0,0
C5365,0.0,0.0,4.0,49.0,0.0,0.0,0.0,0
C5367,1.0,1.0,3.0,35.0,0.0,0.0,0.0,0
C5369,0.0,0.0,4.0,61.0,0.0,0.0,0.0,0
C537,0.0,0.0,2.0,67.0,0.0,17.0,374.0,0
C5371,1.0,3.0,3.0,66.0,0.0,0.0,0.0,0
C5374,1.0,1.0,2.0,92.0,7.0,0.0,0.0,0
C5375,0.0,0.0,3.0,46.0,0.0,0.0,0.0,0
C5377,3.0,8.0,5.0,47.0,0.0,0.0,0.0,0
C5379,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0
C5381,14.0,209.0,1.0,53.0,0.0,12.0,42.0,0
C5382,5.0,6.0,5.0,52.0,0.0,0.0,0.0,0
C5385,3.0,5.0,1.0,34.0,0.0,0.0,0.0,0
C5386,5.0,6.0,2.0,30.0,0.0,0.0,0.0,0
C5388,5.0,6.0,4.0,62.0,0.0,0.0,0.0,0
C539,0.0,0.0,35.0,5310.0,0.0,0.0,0.0,0
C5390,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0
C5392,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0
C5394,0.0,0.0,4.0,62.0,0.0,0.0,0.0,0
C5396,0.0,0.0,3.0,61.0,0.0,0.0,0.0,0
C5398,0.0,0.0,7.0,65.0,0.0,0.0,0.0,0
C54,0.0,0.0,1.0,58.0,0.0,14.0,108.0,0
C540,0.0,0.0,3.0,449.0,0.0,8.0,1106.0,0
C5400,0.0,0.0,2.0,44.0,0.0,0.0,0.0,0
C5401,0.0,0.0,3.0,86.0,4.0,11.0,41.0,0
C5402,7.0,12.0,5.0,26.0,0.0,0.0,0.0,0
C5404,0.0,0.0,3.0,41.0,0.0,0.0,0.0,0
C5407,0.0,0.0,2.0,62.0,0.0,0.0,0.0,0
C5408,0.0,0.0,2.0,122.0,0.0,12.0,76.0,0
C541,3.0,3.0,1.0,62.0,0.0,7.0,136.0,0
C5410,0.0,0.0,5.0,66.0,0.0,0.0,0.0,0
C5412,6.0,7.0,4.0,55.0,0.0,0.0,0.0,0
C5414,4.0,7.0,2.0,78.0,0.0,17.0,42.0,0
C5416,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0
C5418,0.0,0.0,3.0,108.0,0.0,16.0,56.0,0
C542,9.0,17.0,2.0,95.0,0.0,18.0,171.0,0
C5420,0.0,0.0,4.0,41.0,0.0,0.0,0.0,0
C5422,0.0,0.0,1.0,42.0,0.0,2.0,18.0,0
C5424,1.0,2.0,3.0,13.0,0.0,0.0,0.0,0
C5426,0.0,0.0,7.0,92.0,0.0,0.0,0.0,0
C5427,0.0,0.0,5.0,79.0,0.0,0.0,0.0,0
C5429,0.0,0.0,2.0,103.0,0.0,9.0,42.0,0
C543,0.0,0.0,1.0,51.0,0.0,11.0,90.0,0
C5431,0.0,0.0,2.0,56.0,0.0,2.0,13.0,0
C5433,3.0,4.0,4.0,76.0,0.0,0.0,0.0,0
C5436,0.0,0.0,1.0,111.0,0.0,0.0,0.0,0
C5437,0.0,0.0,3.0,50.0,0.0,4.0,32.0,0
C5439,0.0,0.0,2.0,104.0,0.0,0.0,0.0,0
C544,0.0,0.0,1.0,65.0,0.0,11.0,93.0,0
C5441,0.0,0.0,5.0,65.0,0.0,0.0,0.0,0
C5443,0.0,0.0,2.0,96.0,0.0,11.0,67.0,0
C5445,3.0,8.0,6.0,43.0,0.0,0.0,0.0,0
C5446,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0
C5449,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0
C545,0.0,0.0,1.0,129.0,0.0,10.0,138.0,0
C5450,3.0,12.0,7.0,211.0,0.0,4.0,25.0,0
C5451,0.0,0.0,1.0,59.0,0.0,11.0,69.0,0
C5453,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0
C5455,0.0,0.0,4.0,55.0,0.0,0.0,0.0,0
C5458,1.0,1.0,2.0,150.0,0.0,0.0,0.0,0
C5459,1.0,1.0,3.0,46.0,0.0,0.0,0.0,0
C546,0.0,0.0,1.0,60.0,0.0,14.0,236.0,0
C5461,17.0,1135.0,3.0,66.0,0.0,0.0,0.0,0
C5463,3.0,9.0,1.0,37.0,0.0,0.0,0.0,0
C5466,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
C5467,0.0,0.0,5.0,43.0,0.0,0.0,0.0,0
C5469,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0
C547,9.0,12.0,2.0,52.0,0.0,14.0,100.0,0
C5471,3.0,4.0,1.0,9.0,0.0,0.0,0.0,0
C5472,0.0,0.0,4.0,64.0,0.0,0.0,0.0,0
C5474,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0
C5476,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0
C5478,0.0,0.0,3.0,73.0,0.0,0.0,0.0,0
C548,0.0,0.0,1.0,65.0,0.0,11.0,93.0,0
C5480,0.0,0.0,2.0,68.0,0.0,0.0,0.0,0
C5481,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0
C5483,0.0,0.0,3.0,58.0,0.0,0.0,0.0,0
C5485,3.0,3.0,4.0,60.0,0.0,0.0,0.0,0
C5487,15.0,69.0,5.0,46.0,0.0,3.0,26.0,0
C5489,1.0,1.0,1.0,102.0,0.0,2.0,11.0,0
C549,15.0,185.0,12.0,42.0,0.0,8.0,150.0,0
C5491,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0
C5493,0.0,0.0,6.0,79.0,0.0,0.0,0.0,0
C5496,0.0,0.0,3.0,63.0,0.0,3.0,39.0,0
C5498,5.0,8.0,4.0,61.0,0.0,0.0,0.0,0
C55,0.0,0.0,2.0,77.0,0.0,14.0,110.0,0
C550,0.0,0.0,2.0,72.0,0.0,11.0,86.0,0
C5500,3.0,4.0,1.0,53.0,0.0,0.0,0.0,0
C5502,0.0,0.0,5.0,53.0,0.0,0.0,0.0,0
C5504,0.0,0.0,3.0,64.0,0.0,0.0,0.0,0
C5506,0.0,0.0,3.0,48.0,0.0,0.0,0.0,0
C5508,4.0,5.0,3.0,44.0,0.0,0.0,0.0,0
C551,0.0,0.0,1.0,52.0,0.0,11.0,90.0,0
C5510,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
C5511,0.0,0.0,4.0,72.0,0.0,0.0,0.0,0
C5513,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0
C5515,5.0,8.0,4.0,96.0,0.0,0.0,0.0,0
C5517,8.0,10.0,5.0,86.0,0.0,0.0,0.0,0
C5519,0.0,0.0,6.0,61.0,0.0,0.0,0.0,0
C552,0.0,0.0,2.0,51.0,0.0,11.0,89.0,0
C5521,0.0,0.0,4.0,62.0,0.0,0.0,0.0,0
C5524,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0
C5527,0.0,0.0,3.0,73.0,0.0,0.0,0.0,0
C5528,9.0,48.0,3.0,33.0,0.0,0.0,0.0,0
C553,0.0,0.0,15.0,10452.0,0.0,13.0,2943.0,0
C5530,3.0,4.0,4.0,71.0,0.0,0.0,0.0,0
C5534,0.0,0.0,2.0,42.0,0.0,3.0,27.0,0
C5536,1.0,1.0,1.0,33.0,0.0,0.0,0.0,0
C5538,0.0,0.0,6.0,39.0,0.0,0.0,0.0,0
C5540,4.0,9.0,5.0,71.0,0.0,0.0,0.0,0
C5542,4.0,4.0,5.0,110.0,0.0,0.0,0.0,0
C5546,0.0,0.0,2.0,73.0,4.0,0.0,0.0,0
C5547,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0
C555,0.0,0.0,2.0,105.0,0.0,13.0,100.0,0
C5550,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0
C5551,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0
C5552,0.0,0.0,3.0,103.0,0.0,10.0,37.0,0
C5554,0.0,0.0,1.0,52.0,0.0,14.0,41.0,0
C5557,0.0,0.0,2.0,47.0,0.0,19.0,64.0,0
C556,3.0,5.0,3.0,45.0,0.0,5.0,96.0,0
C5561,0.0,0.0,1.0,78.0,0.0,11.0,62.0,0
C5565,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0
C5566,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0
C5568,0.0,0.0,2.0,115.0,0.0,15.0,76.0,0
C557,0.0,0.0,1.0,48.0,0.0,11.0,96.0,0
C5571,1.0,1.0,2.0,37.0,0.0,0.0,0.0,0
C5572,0.0,0.0,1.0,61.0,0.0,13.0,36.0,0
C5574,0.0,0.0,1.0,94.0,0.0,11.0,42.0,0
C5575,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0
C5576,0.0,0.0,2.0,71.0,0.0,8.0,32.0,0
C5577,0.0,0.0,1.0,75.0,0.0,10.0,35.0,0
C5578,5.0,9.0,3.0,102.0,0.0,13.0,41.0,0
C558,0.0,0.0,2.0,82.0,0.0,17.0,106.0,0
C5580,0.0,0.0,2.0,105.0,0.0,15.0,137.0,0
C5582,0.0,0.0,3.0,76.0,0.0,16.0,52.0,0
C5583,6.0,36.0,1.0,75.0,0.0,13.0,44.0,0
C5584,0.0,0.0,1.0,83.0,0.0,14.0,39.0,0
C5585,0.0,0.0,1.0,104.0,0.0,17.0,38.0,0
C5588,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C559,0.0,0.0,2.0,69.0,0.0,20.0,138.0,0
C5590,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
C5592,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
C5593,0.0,0.0,3.0,135.0,0.0,16.0,47.0,0
C5594,0.0,0.0,2.0,89.0,0.0,13.0,54.0,0
C5597,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0
C5599,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0
C56,0.0,0.0,2.0,105.0,0.0,10.0,91.0,0
C560,0.0,0.0,2.0,94.0,0.0,12.0,93.0,0
C5601,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0
C5602,0.0,0.0,1.0,79.0,0.0,13.0,46.0,0
C5604,0.0,0.0,1.0,54.0,0.0,11.0,63.0,0
C5607,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
C5608,0.0,0.0,2.0,85.0,0.0,14.0,81.0,0
C5609,0.0,0.0,1.0,57.0,0.0,11.0,37.0,0
C561,0.0,0.0,6.0,1249.0,0.0,20.0,173.0,0
C5611,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0
C5612,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5613,0.0,0.0,1.0,64.0,0.0,12.0,39.0,0
C5614,0.0,0.0,1.0,81.0,0.0,11.0,37.0,0
C5617,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5618,0.0,0.0,6.0,45.0,0.0,3.0,24.0,0
C5620,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0
C5624,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0
C5626,0.0,0.0,1.0,74.0,0.0,11.0,62.0,0
C5628,0.0,0.0,2.0,56.0,0.0,15.0,80.0,0
C563,4.0,4.0,1.0,34.0,0.0,11.0,89.0,0
C5630,0.0,0.0,2.0,108.0,0.0,14.0,34.0,0
C5632,0.0,0.0,2.0,92.0,0.0,10.0,27.0,0
C5633,10.0,24.0,2.0,105.0,0.0,12.0,38.0,0
C5635,14.0,276.0,2.0,68.0,0.0,9.0,28.0,0
C5637,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
C5638,11.0,579.0,1.0,10.0,0.0,2.0,12.0,0
C5640,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5642,9.0,137.0,1.0,10.0,0.0,0.0,0.0,0
C5645,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0
C5646,15.0,105.0,2.0,15.0,0.0,3.0,22.0,0
C5648,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C565,3.0,4.0,3.0,47.0,0.0,9.0,203.0,0
C5650,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5651,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0
C5653,0.0,0.0,3.0,61.0,0.0,0.0,0.0,0
C5654,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0
C5655,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0
C5658,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
C5659,14.0,135.0,3.0,22.0,0.0,6.0,29.0,0
C566,0.0,0.0,1.0,56.0,0.0,10.0,89.0,0
C5661,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0
C5662,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0
C5667,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0
C5671,0.0,0.0,4.0,71.0,0.0,0.0,0.0,0
C5672,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0
C5674,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5675,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5677,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0
C5678,0.0,0.0,3.0,38.0,0.0,0.0,0.0,0
C5679,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0
C568,7.0,15.0,5.0,112.0,0.0,0.0,0.0,0
C5681,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5682,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0
C5683,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0
C5685,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5686,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0
C569,10.0,24.0,1.0,37.0,0.0,11.0,90.0,0
C5690,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5691,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
C5693,15.0,31.0,3.0,154.0,0.0,38.0,158.0,0
C5696,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0
C5698,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0
C57,0.0,0.0,1.0,63.0,0.0,11.0,86.0,0
C570,0.0,0.0,2.0,74.0,0.0,14.0,103.0,0
C5705,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
C5707,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0
C571,0.0,0.0,2.0,91.0,0.0,11.0,96.0,0
